SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
452804,0,Cash loans,M,Y,N,0,360000,521280,31675.5,450000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.003818,-11382,-632,-5275,-736,6,1,1,1,1,1,0,Laborers,2,2,2,SATURDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.284947852,0.588138221,0.368968738,0.0598,0.0756,0.9856,0.8028,0.063,0,0.1379,0.1667,0.0417,0.0557,0.0488,0.0602,0,0,0.0609,0.0784,0.9856,0.8105,0.0636,0,0.1379,0.1667,0.0417,0.0569,0.0533,0.0628,0,0,0.0604,0.0756,0.9856,0.8054,0.0634,0,0.1379,0.1667,0.0417,0.0566,0.0496,0.0613,0,0,reg oper account,block of flats,0.0819,Panel,No,6,0,5,0,-1645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452805,0,Cash loans,F,Y,Y,0,112500,545040,31288.5,450000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.04622,-15447,-1187,-2193,-2211,9,1,1,0,1,0,0,Cleaning staff,2,1,1,SUNDAY,14,0,0,0,0,0,0,Business Entity Type 2,,0.475229806,0.597192427,0.0619,0.081,0.9752,,,0,0.1034,0.1667,,,,0.0351,,0,0.063,0.084,0.9752,,,0,0.1034,0.1667,,,,0.0366,,0,0.0625,0.081,0.9752,,,0,0.1034,0.1667,,,,0.0358,,0,,block of flats,0.0397,"Stone, brick",No,1,0,1,0,-1288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
452806,0,Cash loans,M,Y,Y,1,184500,1354500,41197.5,1354500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-15163,-173,-8848,-3647,4,1,1,0,1,0,0,Laborers,3,2,2,TUESDAY,10,0,0,0,0,0,0,Industry: type 7,0.391146699,0.726383645,0.425892898,0.0928,0.133,0.9836,0.7756,0.0169,0,0.2759,0.1667,0,0,0.0756,0.0949,0,0,0.0945,0.1381,0.9836,0.7844,0.0171,0,0.2759,0.1667,0,0,0.0826,0.0989,0,0,0.0937,0.133,0.9836,0.7786,0.017,0,0.2759,0.1667,0,0,0.077,0.0966,0,0,reg oper account,block of flats,0.0839,"Stone, brick",No,0,0,0,0,-2697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
452808,0,Cash loans,M,Y,Y,0,202500,360000,17640,360000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.0228,-16095,-2975,-407,-4014,1,1,1,0,1,1,0,,2,2,2,FRIDAY,9,0,0,0,0,0,0,Trade: type 7,,0.548509653,0.200926088,0.1299,,0.9965,0.9524,0.0304,0.14,0.1034,0.4583,0.5,0.0683,0.1025,0.152,0.0154,0.0435,0.0567,,0.9965,0.9543,0.0228,0.0806,0.0345,0.375,0.4167,0.0561,0.0478,0.0894,0.0078,0.0456,0.1312,,0.9965,0.953,0.0305,0.14,0.1034,0.4583,0.5,0.0695,0.1043,0.1547,0.0155,0.0444,reg oper spec account,block of flats,0.1811,"Stone, brick",No,5,0,5,0,-434,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
452809,0,Cash loans,F,N,Y,0,112500,673875,19440,562500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612,-22080,365243,-3031,-4350,,1,0,0,1,0,0,,2,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,0.734756084,0.474368231,0.70620511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
452810,0,Cash loans,M,Y,N,2,202500,522396,31239,472500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-16403,365243,-6717,-4836,11,1,0,0,1,0,0,,4,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,0.572723173,0.660476011,0.824594971,0.0619,0.0773,0.9816,0.7484,,0,0.2069,0.1667,0.2083,0.0622,,0.0603,,0.0079,0.063,0.0802,0.9816,0.7583,,0,0.2069,0.1667,0.2083,0.0636,,0.0628,,0.0084,0.0625,0.0773,0.9816,0.7518,,0,0.2069,0.1667,0.2083,0.0633,,0.0614,,0.0081,,block of flats,0.0684,Panel,No,1,0,1,0,-3381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
452811,0,Cash loans,F,N,N,1,135000,117162,11587.5,103500,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.018029,-14804,-374,-6634,-4491,,1,1,0,1,1,0,Sales staff,3,3,3,SUNDAY,8,0,0,0,0,0,0,Other,,0.191525863,0.477649155,0.0082,,0.9727,,,,0.0345,0.0417,,0.0104,,0.008,,,0.0084,,0.9727,,,,0.0345,0.0417,,0.0106,,0.0084,,,0.0083,,0.9727,,,,0.0345,0.0417,,0.0106,,0.0082,,,,block of flats,0.0069,Wooden,No,0,0,0,0,-903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452812,0,Cash loans,F,Y,Y,1,292500,142632,14238,126000,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.01885,-13358,-3796,-1377,-1832,1,1,1,0,1,0,0,,2,2,2,MONDAY,10,0,0,0,0,0,0,Military,,0.70762423,0.547810466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,-445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452813,0,Cash loans,F,N,N,2,45000,544491,17563.5,454500,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.018801,-15051,-8327,-8078,-4000,,1,1,1,1,1,0,Laborers,4,2,2,FRIDAY,8,0,0,0,0,1,1,Business Entity Type 1,0.389293653,0.58371883,0.736622698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-1300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452814,0,Cash loans,M,Y,Y,1,270000,971280,54234,900000,Unaccompanied,Working,Higher education,Separated,House / apartment,0.04622,-14522,-2041,-8607,-4142,18,1,1,1,1,0,0,Sales staff,2,1,1,MONDAY,11,0,1,1,0,1,1,Business Entity Type 3,0.637489602,0.789868572,,0.1041,,0.9955,,,0.16,0.0345,0.9167,,,,,,,0.1061,,0.9955,,,0.1611,0.0345,0.9167,,,,,,,0.1051,,0.9955,,,0.16,0.0345,0.9167,,,,,,,,block of flats,0.039,"Stone, brick",No,0,0,0,0,-1874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
452815,0,Cash loans,F,N,Y,0,180000,513531,22747.5,459000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.031329,-17125,-1485,-3071,-61,,1,1,0,1,1,1,Managers,2,2,2,WEDNESDAY,14,0,0,0,0,0,0,Kindergarten,0.771054894,0.578411665,0.544234741,0.099,0.1321,0.9955,0.9388,0.0577,0,0.2414,0.1667,0.2083,0.0299,0.0799,0.1254,0.0039,0.159,0.1008,0.1371,0.9955,0.9412,0.0582,0,0.2414,0.1667,0.2083,0.0306,0.0872,0.1307,0.0039,0.1684,0.0999,0.1321,0.9955,0.9396,0.058,0,0.2414,0.1667,0.2083,0.0304,0.0812,0.1277,0.0039,0.1624,reg oper spec account,block of flats,0.1332,"Stone, brick",No,3,0,3,0,-1910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452816,0,Cash loans,F,Y,Y,1,99000,213948,14427,189000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-13247,-4127,-3383,-5414,18,1,1,0,1,0,0,Sales staff,3,2,2,THURSDAY,9,0,0,0,0,0,0,Self-employed,0.45658227,0.403580248,0.824594971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452817,0,Cash loans,M,Y,N,1,130500,480060,23476.5,337500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-16183,-560,-3827,-4701,10,1,1,0,1,0,0,Laborers,3,3,3,SATURDAY,6,0,0,0,1,1,0,Business Entity Type 3,0.307474927,0.320238787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
452818,0,Cash loans,F,Y,Y,2,238500,760225.5,32337,679500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-14925,-100,-3315,-3453,5,1,1,0,1,0,0,Accountants,4,1,1,SATURDAY,13,0,1,1,0,0,0,Business Entity Type 1,,0.632240924,0.445396242,0.0814,0.0545,0.9921,0.8912,,0.08,0.069,0.375,,0.0264,,0.0896,,0,0.083,0.0566,0.9921,0.8955,,0.0806,0.069,0.375,,0.027,,0.0933,,0,0.0822,0.0545,0.9921,0.8927,,0.08,0.069,0.375,,0.0269,,0.0912,,0,reg oper account,block of flats,0.0705,Panel,No,0,0,0,0,-1654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452822,0,Cash loans,M,Y,Y,1,270000,808650,29839.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.014464,-13986,-2516,-1031,-4413,10,1,1,0,1,0,1,Managers,3,2,2,THURSDAY,4,0,0,0,0,0,0,Legal Services,,0.634546233,0.837746853,0.0124,0,0.9632,0.4968,0,0,0.1034,0.0417,0,0,0,0.01,0,0.018,0.0126,0,0.9633,0.5165,0,0,0.1034,0.0417,0,0,0,0.0104,0,0.0191,0.0125,0,0.9632,0.5035,0,0,0.1034,0.0417,0,0,0,0.0101,0,0.0184,org spec account,block of flats,0.0136,"Stone, brick",No,0,0,0,0,-1339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
452823,0,Cash loans,F,N,N,0,157500,675000,21775.5,675000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.003818,-11890,-1716,-1351,-4374,,1,1,1,1,1,0,Sales staff,1,2,2,WEDNESDAY,15,0,0,0,0,0,0,Self-employed,0.371891709,0.634921408,0.591976618,0.0495,0.0478,0.9717,,,0,0.0517,0.0833,,0,,0.0183,,0.0373,0.0504,0.0496,0.9697,,,0,0,0.0417,,0,,0.0048,,0.0395,0.05,0.0478,0.9717,,,0,0.0517,0.0833,,0,,0.0186,,0.0381,,block of flats,0.0252,Block,Yes,1,0,1,0,-1136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
452824,0,Cash loans,F,Y,Y,0,225000,238500,28435.5,238500,Family,Working,Secondary / secondary special,Married,House / apartment,0.018209,-9961,-3255,-5218,-802,1,1,1,0,1,0,1,Core staff,2,3,3,MONDAY,12,0,0,0,0,0,0,Government,0.238846012,0.568232275,0.44005783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,2,-318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
452825,0,Cash loans,M,N,N,0,135000,284400,19134,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.02461,-14011,-1930,-6133,-4391,,1,1,0,1,1,0,Security staff,2,2,2,SATURDAY,13,0,0,0,0,0,0,Security,,0.571400205,0.417099668,0.2216,0.1179,0.9846,0.7892,0.038,0,0.2069,0.3333,0.375,0.1317,0.1807,0.1693,0,0,0.2258,0.1224,0.9846,0.7975,0.0384,0,0.2069,0.3333,0.375,0.1347,0.1974,0.1764,0,0,0.2238,0.1179,0.9846,0.792,0.0383,0,0.2069,0.3333,0.375,0.134,0.1838,0.1724,0,0,,block of flats,0.1808,"Stone, brick",No,1,0,1,0,-992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
452826,0,Cash loans,M,Y,Y,2,157500,318528,20484,252000,Family,Working,Secondary / secondary special,Married,House / apartment,0.003813,-14379,-3740,-1266,-1456,12,1,1,0,1,0,0,Laborers,4,2,2,THURSDAY,7,0,0,0,0,0,0,Transport: type 4,0.311382919,0.365122636,0.19977057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
452827,0,Revolving loans,M,Y,Y,1,270000,630000,31500,630000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-13932,-1673,-3526,-4142,1,1,1,0,1,0,0,Laborers,3,1,1,TUESDAY,19,0,0,0,0,0,0,Housing,,0.723886226,0.309275356,,,0.9906,,0.046,,,,,0,,0.4879,,0.1814,,,0.9906,,0.0465,,,,,0,,0.5084,,0.1921,,,0.9906,,0.0463,,,,,0,,0.4967,,0.1852,,block of flats,0.4484,"Stone, brick",No,7,0,7,0,-1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452828,0,Cash loans,F,N,Y,0,99000,104256,11358,90000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-19592,-1474,-8710,-3142,,1,1,1,1,1,0,,2,2,2,TUESDAY,17,0,0,0,0,0,0,Other,,0.556181994,0.191821602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-1793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
452829,0,Cash loans,F,N,Y,0,180000,921861,32791.5,769500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.04622,-22896,365243,-4002,-4762,,1,0,0,1,0,0,,1,1,1,SUNDAY,14,0,0,0,0,0,0,XNA,,0.587889239,0.450747282,0.0247,,0.9732,0.6328,,0,0.069,0.0833,0.125,,0.0202,0.0309,0,0,0.0252,,0.9732,0.6472,,0,0.069,0.0833,0.125,,0.022,0.0322,0,0,0.025,,0.9732,0.6377,,0,0.069,0.0833,0.125,,0.0205,0.0314,0,0,reg oper account,block of flats,0.0273,"Stone, brick",No,0,0,0,0,-201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
452830,0,Cash loans,M,N,Y,0,135000,254700,17149.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-9944,-526,-4704,-2568,,1,1,1,1,1,0,,2,2,2,TUESDAY,15,0,1,1,0,1,1,Industry: type 5,,0.259454553,,0.1031,,0.9806,0.7348,0.0114,0,0.2069,0.1667,0.2083,0.02,0.0841,0.088,0,0.0036,0.105,,0.9806,0.7452,0.0115,0,0.2069,0.1667,0.2083,0.0205,0.0918,0.0917,0,0.0038,0.1041,,0.9806,0.7383,0.0115,0,0.2069,0.1667,0.2083,0.0204,0.0855,0.0896,0,0.0037,reg oper account,block of flats,0.07,"Stone, brick",No,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
452831,1,Cash loans,M,N,Y,0,205200,423000,33547.5,423000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-14289,-4994,-3948,-4779,,1,1,0,1,0,1,Laborers,2,2,2,WEDNESDAY,14,0,0,0,0,1,1,Kindergarten,,0.55190823,0.432961667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,-1808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
452832,0,Revolving loans,M,N,Y,1,157500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-20018,-4673,-4431,-3533,,1,1,0,1,0,0,,3,3,3,TUESDAY,5,0,0,0,0,0,0,Other,,0.716696426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
452833,0,Cash loans,F,Y,N,0,135000,675000,19345.5,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-21435,365243,-4527,-4933,28,1,0,0,1,1,0,,2,2,2,MONDAY,12,0,0,0,0,0,0,XNA,,0.701231963,0.484851475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2383,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452834,0,Cash loans,F,Y,Y,1,180000,474048,22936.5,360000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00712,-17202,-4644,-9748,-732,7,1,1,0,1,0,0,,3,2,2,TUESDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.737645292,0.687454677,,0.0567,0.0392,0.9702,0.592,,0,0.2069,0.125,,0.0654,0.0462,0.0392,,0.0462,0.0578,0.0407,0.9702,0.608,,0,0.2069,0.125,,0.0669,0.0505,0.0409,,0.0489,0.0573,0.0392,0.9702,0.5975,,0,0.2069,0.125,,0.0666,0.047,0.0399,,0.0472,,block of flats,0.0625,"Stone, brick",No,0,0,0,0,-1671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
452835,0,Cash loans,F,Y,Y,0,157500,284400,16011,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.04622,-24084,365243,-11714,-4053,6,1,0,0,1,1,0,,2,1,1,MONDAY,11,0,0,0,0,0,0,XNA,,0.449437051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,3,0,-2274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
452836,0,Cash loans,F,N,Y,0,112500,88618.5,9207,76500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.030755,-23275,365243,-6987,-6194,,1,0,0,1,0,1,,2,2,2,WEDNESDAY,16,0,0,0,0,0,0,XNA,0.916931765,0.7376176,0.743559314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
452837,0,Cash loans,M,Y,Y,0,157500,808650,31333.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-11873,-696,-5838,-3557,16,1,1,0,1,0,0,Drivers,2,2,2,FRIDAY,17,0,0,0,0,0,0,Self-employed,,0.435235186,0.72239289,0.0608,0.0436,0.9916,,,0,0.1379,0.1667,,0.0396,,0.0548,,0,0.062,0.0453,0.9916,,,0,0.1379,0.1667,,0.0405,,0.0571,,0,0.0614,0.0436,0.9916,,,0,0.1379,0.1667,,0.0403,,0.0557,,0,,block of flats,0.0552,"Stone, brick",No,0,0,0,0,-902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452838,0,Cash loans,M,N,N,0,180000,270000,12640.5,270000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-15008,-220,-1963,-4634,,1,1,0,1,1,0,,2,2,2,THURSDAY,18,0,1,1,0,1,1,Other,0.126724293,0.683749822,0.553164699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,-1465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4
452839,0,Cash loans,M,Y,Y,1,180000,392427,25677,324000,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.005084,-17476,-1320,-1708,-639,15,1,1,0,1,0,0,Drivers,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Transport: type 3,,0.646908391,0.806149281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-1307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
452841,1,Cash loans,F,N,Y,2,112500,450346.5,24561,342000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-10899,-1764,-319,-2826,,1,1,0,1,1,0,Laborers,4,2,2,MONDAY,15,0,0,0,0,0,0,Industry: type 3,0.193372804,0.498815569,0.6075573,0.099,0.021,0.9752,0.66,0.0111,0,0.1724,0.1667,0.2083,0,0.0799,0.0812,0.0039,0.0038,0.1008,0.0218,0.9752,0.6733,0.0112,0,0.1724,0.1667,0.2083,0,0.0872,0.0846,0.0039,0.004,0.0999,0.021,0.9752,0.6645,0.0112,0,0.1724,0.1667,0.2083,0,0.0812,0.0827,0.0039,0.0039,reg oper account,block of flats,0.0708,"Stone, brick",No,0,0,0,0,-2347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452842,0,Cash loans,F,N,Y,0,153000,1546020,45333,1350000,Unaccompanied,Commercial associate,Incomplete higher,Married,Municipal apartment,0.020713,-8653,-193,-4850,-1329,,1,1,0,1,0,0,Core staff,2,3,1,MONDAY,13,0,0,0,0,0,0,Mobile,0.29713387,0.572497712,0.431191798,0.0608,0.0636,0.9781,0.7008,0.0056,0,0.1034,0.1667,0.0417,0.0342,0.0445,0.045,0.0232,0.0267,0.062,0.066,0.9782,0.7125,0.0057,0,0.1034,0.1667,0.0417,0.035,0.0487,0.0469,0.0233,0.0283,0.0614,0.0636,0.9781,0.7048,0.0057,0,0.1034,0.1667,0.0417,0.0348,0.0453,0.0458,0.0233,0.0273,reg oper account,block of flats,0.0443,"Stone, brick",No,1,0,1,0,-638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452843,0,Cash loans,F,N,Y,0,157500,670500,24763.5,670500,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.01452,-21567,365243,-12564,-4974,,1,0,0,1,0,0,,1,2,2,MONDAY,7,0,0,0,0,0,0,XNA,,0.620949599,0.651260219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
452844,0,Cash loans,F,N,Y,0,157500,840996,24718.5,702000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-18233,-4121,-27,-1329,,1,1,0,1,0,0,Sales staff,2,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,,0.187298981,,0.1144,0.0393,0.997,0.9592,0.0658,0.08,0.0345,0.625,0.6667,0.0092,0.0933,0.1087,0,0,0.1166,0.0405,0.997,0.9608,0.066,0.0806,0.0345,0.625,0.6667,0.0088,0.1019,0.1133,0,0,0.1155,0.0392,0.997,0.9597,0.066,0.08,0.0345,0.625,0.6667,0.0089,0.0949,0.1107,0,0,reg oper account,block of flats,0.1212,Panel,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
